,former,,,,,,forecast,,,,,
Date,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
9/20/2010,1962.150024,1992.800049,1960.430054,1989.430054,1989.430054,1989520000,1990.189941,2002.790039,1980.469971,1989.109985,1989.109985,2125100000
9/21/2010,1990.189941,2002.790039,1980.469971,1989.109985,1989.109985,2125100000,1979.900024,1996.449951,1972.829956,1982.76001,1982.76001,2170210000
9/22/2010,1979.900024,1996.449951,1972.829956,1982.76001,1982.76001,2170210000,1968.030029,2002.459961,1967.819946,1982.150024,1982.150024,1923110000
9/23/2010,1968.030029,2002.459961,1967.819946,1982.150024,1982.150024,1923110000,2006.530029,2023.849976,2002.550049,2023.839966,2023.839966,1993380000
9/24/2010,2006.530029,2023.849976,2002.550049,2023.839966,2023.839966,1993380000,2021.680054,2026.420044,2010.530029,2010.98999,2010.98999,1873120000
9/27/2010,2021.680054,2026.420044,2010.530029,2010.98999,2010.98999,1873120000,2013.569946,2017.569946,1979.73999,2012.430054,2012.430054,2125730000
9/28/2010,2013.569946,2017.569946,1979.73999,2012.430054,2012.430054,2125730000,2008.140015,2017.23999,2000.910034,2009.079956,2009.079956,2077930000
9/29/2010,2008.140015,2017.23999,2000.910034,2009.079956,2009.079956,2077930000,2021.48999,2029.650024,1986.329956,1998.040039,1998.040039,2418300000
9/30/2010,2021.48999,2029.650024,1986.329956,1998.040039,1998.040039,2418300000,2014.469971,2017.22998,1987.709961,1996.599976,1996.599976,1932650000
10/01/2010,2014.469971,2017.22998,1987.709961,1996.599976,1996.599976,1932650000,1990.130005,1997.670044,1963.680054,1975.329956,1975.329956,1901980000
10/04/2010,1990.130005,1997.670044,1963.680054,1975.329956,1975.329956,1901980000,1996.380005,2026.459961,1996.209961,2024.630005,2024.630005,2203470000
10/05/2010,1996.380005,2026.459961,1996.209961,2024.630005,2024.630005,2203470000,2021.209961,2024.920044,1992.650024,2006.52002,2006.52002,2103800000
10/06/2010,2021.209961,2024.920044,1992.650024,2006.52002,2006.52002,2103800000,2016.079956,2017.439941,1996.25,2011.630005,2011.630005,1846240000
10/07/2010,2016.079956,2017.439941,1996.25,2011.630005,2011.630005,1846240000,2014.98999,2030.890015,1999.890015,2027.030029,2027.030029,2000980000
10/08/2010,2014.98999,2030.890015,1999.890015,2027.030029,2027.030029,2000980000,2028.530029,2037.119995,2021.430054,2026.97998,2026.97998,1539990000
10/11/2010,2028.530029,2037.119995,2021.430054,2026.97998,2026.97998,1539990000,2023.75,2045.079956,2007.130005,2041.550049,2041.550049,1960920000
10/12/2010,2023.75,2045.079956,2007.130005,2041.550049,2041.550049,1960920000,2052.5,2067.060059,2048.050049,2057.25,2057.25,2294450000
10/13/2010,2052.5,2067.060059,2048.050049,2057.25,2057.25,2294450000,2058.350098,2062.26001,2043.699951,2054.51001,2054.51001,2014540000
10/14/2010,2058.350098,2062.26001,2043.699951,2054.51001,2054.51001,2014540000,2078.629883,2097.72998,2062.840088,2097.72998,2097.72998,2232810000
10/15/2010,2078.629883,2097.72998,2062.840088,2097.72998,2097.72998,2232810000,2100.209961,2105.070068,2091.149902,2104.149902,2104.149902,1724710000
10/18/2010,2100.209961,2105.070068,2091.149902,2104.149902,2104.149902,1724710000,2063.959961,2087.050049,2054.610107,2069.72998,2069.72998,2241840000
10/19/2010,2063.959961,2087.050049,2054.610107,2069.72998,2069.72998,2241840000,2075.469971,2100.159912,2072.540039,2085.75,2085.75,2016770000
10/20/2010,2075.469971,2100.159912,2072.540039,2085.75,2085.75,2016770000,2097.169922,2106.23999,2069.449951,2090.100098,2090.100098,2135480000
10/21/2010,2097.169922,2106.23999,2069.449951,2090.100098,2090.100098,2135480000,2089.219971,2105.439941,2086.889893,2104.209961,2104.209961,1648180000
10/22/2010,2089.219971,2105.439941,2086.889893,2104.209961,2104.209961,1648180000,2113.22998,2127.26001,2112.280029,2113.550049,2113.550049,1746320000
10/25/2010,2113.22998,2127.26001,2112.280029,2113.550049,2113.550049,1746320000,2100.530029,2123.810059,2094.840088,2119.050049,2119.050049,1914350000
10/26/2010,2100.530029,2123.810059,2094.840088,2119.050049,2119.050049,1914350000,2108.110107,2127.209961,2104.98999,2125.879883,2125.879883,2013240000
10/27/2010,2108.110107,2127.209961,2104.98999,2125.879883,2125.879883,2013240000,2135.139893,2135.689941,2112.090088,2129.72998,2129.72998,1998340000
10/28/2010,2135.139893,2135.689941,2112.090088,2129.72998,2129.72998,1998340000,2126.76001,2137.330078,2124.449951,2124.449951,2124.449951,2068700000
10/29/2010,2126.76001,2137.330078,2124.449951,2124.449951,2124.449951,2068700000,2135.570068,2148.070068,2117.590088,2128.419922,2128.419922,1904790000
11/01/2010,2135.570068,2148.070068,2117.590088,2128.419922,2128.419922,1904790000,2146.97998,2155.459961,2141.620117,2151.719971,2151.719971,1914980000
11/02/2010,2146.97998,2155.459961,2141.620117,2151.719971,2151.719971,1914980000,2151.189941,2159.679932,2132.689941,2158.360107,2158.360107,1990410000
11/03/2010,2151.189941,2159.679932,2132.689941,2158.360107,2158.360107,1990410000,2183.100098,2193.659912,2179.060059,2187.800049,2187.800049,2492050000
11/04/2010,2183.100098,2193.659912,2179.060059,2187.800049,2187.800049,2492050000,2188.320068,2191.23999,2179.860107,2186.709961,2186.709961,2092850000
11/05/2010,2188.320068,2191.23999,2179.860107,2186.709961,2186.709961,2092850000,2179.699951,2191.48999,2176.669922,2188.939941,2188.939941,1799330000
11/08/2010,2179.699951,2191.48999,2176.669922,2188.939941,2188.939941,1799330000,2195.780029,2200.159912,2166.959961,2176.879883,2176.879883,2157370000
11/09/2010,2195.780029,2200.159912,2166.959961,2176.879883,2176.879883,2157370000,2178.360107,2189.379883,2162.629883,2187.73999,2187.73999,1998930000
11/10/2010,2178.360107,2189.379883,2162.629883,2187.73999,2187.73999,1998930000,2153.820068,2177.209961,2145.090088,2173.110107,2173.110107,2559980000
11/11/2010,2153.820068,2177.209961,2145.090088,2173.110107,2173.110107,2559980000,2161.659912,2171.22998,2122.419922,2137.949951,2137.949951,2191790000
11/12/2010,2161.659912,2171.22998,2122.419922,2137.949951,2137.949951,2191790000,2147.060059,2152.889893,2129.689941,2131.47998,2131.47998,1852210000
11/15/2010,2147.060059,2152.889893,2129.689941,2131.47998,2131.47998,1852210000,2114.429932,2126.159912,2085.27002,2093.629883,2093.629883,2234090000
11/16/2010,2114.429932,2126.159912,2085.27002,2093.629883,2093.629883,2234090000,2093.719971,2111.060059,2090.340088,2100,2100,1816260000
11/17/2010,2093.719971,2111.060059,2090.340088,2100,2100,1816260000,2124.790039,2147.969971,2121.860107,2134.77002,2134.77002,2046660000
11/18/2010,2124.790039,2147.969971,2121.860107,2134.77002,2134.77002,2046660000,2129.610107,2138.879883,2121.110107,2135.27002,2135.27002,1839670000
11/19/2010,2129.610107,2138.879883,2121.110107,2135.27002,2135.27002,1839670000,2126.399902,2151,2121.73999,2150.860107,2150.860107,1850570000
11/22/2010,2126.399902,2151,2121.73999,2150.860107,2150.860107,1850570000,2128.189941,2132.689941,2105.610107,2116.610107,2116.610107,1892260000
11/23/2010,2128.189941,2132.689941,2105.610107,2116.610107,2116.610107,1892260000,2138.23999,2165.149902,2138.149902,2160.52002,2160.52002,1634640000
11/24/2010,2138.23999,2165.149902,2138.149902,2160.52002,2160.52002,1634640000,2146.379883,2160.550049,2142.689941,2153.909912,2153.909912,623980000
11/26/2010,2146.379883,2160.550049,2142.689941,2153.909912,2153.909912,623980000,2144.040039,2150.709961,2118.939941,2144.560059,2144.560059,1683260000
11/29/2010,2144.040039,2150.709961,2118.939941,2144.560059,2144.560059,1683260000,2119.469971,2131.5,2110.23999,2117.330078,2117.330078,2317480000
11/30/2010,2119.469971,2131.5,2110.23999,2117.330078,2117.330078,2317480000,2150.639893,2173.419922,2150.639893,2162.830078,2162.830078,2109940000
12/01/2010,2150.639893,2173.419922,2150.639893,2162.830078,2162.830078,2109940000,2166.570068,2187.820068,2164.530029,2185.300049,2185.300049,2038130000
12/02/2010,2166.570068,2187.820068,2164.530029,2185.300049,2185.300049,2038130000,2177.110107,2192.889893,2176.280029,2191.169922,2191.169922,1810400000
12/03/2010,2177.110107,2192.889893,2176.280029,2191.169922,2191.169922,1810400000,2192.120117,2193.860107,2183.030029,2189.810059,2189.810059,1617030000
12/06/2010,2192.120117,2193.860107,2183.030029,2189.810059,2189.810059,1617030000,2214.98999,2215.280029,2188.73999,2189.350098,2189.350098,1906290000
12/07/2010,2214.98999,2215.280029,2188.73999,2189.350098,2189.350098,1906290000,2195.330078,2201.340088,2182.98999,2200.600098,2200.600098,1763460000
12/08/2010,2195.330078,2201.340088,2182.98999,2200.600098,2200.600098,1763460000,2210.72998,2213.01001,2193.919922,2201.570068,2201.570068,1924980000
12/09/2010,2210.72998,2213.01001,2193.919922,2201.570068,2201.570068,1924980000,2206.469971,2217.47998,2199.689941,2215.340088,2215.340088,1736730000
12/10/2010,2206.469971,2217.47998,2199.689941,2215.340088,2215.340088,1736730000,2223.889893,2225.219971,2207.02002,2207.449951,2207.449951,1835330000
12/13/2010,2223.889893,2225.219971,2207.02002,2207.449951,2207.449951,1835330000,2213.22998,2220.419922,2205.209961,2212.590088,2212.590088,1853270000
12/14/2010,2213.22998,2220.419922,2205.209961,2212.590088,2212.590088,1853270000,2210.51001,2223.669922,2196.879883,2202.449951,2202.449951,1863980000
12/15/2010,2210.51001,2223.669922,2196.879883,2202.449951,2202.449951,1863980000,2205.27002,2221.97998,2198.860107,2218.02002,2218.02002,1735290000
12/16/2010,2205.27002,2221.97998,2198.860107,2218.02002,2218.02002,1735290000,2222.01001,2227.040039,2217.110107,2218.290039,2218.290039,2421830000
12/17/2010,2222.01001,2227.040039,2217.110107,2218.290039,2218.290039,2421830000,2225.409912,2230.550049,2206.300049,2223.040039,2223.040039,1707950000
12/20/2010,2225.409912,2230.550049,2206.300049,2223.040039,2223.040039,1707950000,2230.610107,2235.580078,2226.25,2234.570068,2234.570068,1647550000
12/21/2010,2230.610107,2235.580078,2226.25,2234.570068,2234.570068,1647550000,2234.600098,2238.919922,2231.969971,2235.909912,2235.909912,1614040000
12/22/2010,2234.600098,2238.919922,2231.969971,2235.909912,2235.909912,1614040000,2232.840088,2235.110107,2225.290039,2230.27002,2230.27002,1270290000
12/23/2010,2232.840088,2235.110107,2225.290039,2230.27002,2230.27002,1270290000,2223.76001,2234.419922,2208.800049,2229.860107,2229.860107,1097100000
12/27/2010,2223.76001,2234.419922,2208.800049,2229.860107,2229.860107,1097100000,2234.560059,2236.169922,2222.76001,2227.419922,2227.419922,1130200000
12/28/2010,2234.560059,2236.169922,2222.76001,2227.419922,2227.419922,1130200000,2232.330078,2236.189941,2229.870117,2231.639893,2231.639893,1122150000
12/29/2010,2232.330078,2236.189941,2229.870117,2231.639893,2231.639893,1122150000,2230.389893,2232.379883,2222.77002,2225.719971,2225.719971,1074350000
12/30/2010,2230.389893,2232.379883,2222.77002,2225.719971,2225.719971,1074350000,2223.280029,2225,2209.379883,2217.860107,2217.860107,1026600000
12/31/2010,2223.280029,2225,2209.379883,2217.860107,2217.860107,1026600000,2238.659912,2268.300049,2237.790039,2254.22998,2254.22998,1919660000
1/03/2011,2238.659912,2268.300049,2237.790039,2254.22998,2254.22998,1919660000,2261.649902,2263.030029,2237.72998,2251.459961,2251.459961,2015440000
1/04/2011,2261.649902,2263.030029,2237.72998,2251.459961,2251.459961,2015440000,2245.399902,2271.080078,2243.879883,2270.399902,2270.399902,2060750000
1/05/2011,2245.399902,2271.080078,2243.879883,2270.399902,2270.399902,2060750000,2272.330078,2279.449951,2268.590088,2277.51001,2277.51001,2095490000
1/06/2011,2272.330078,2279.449951,2268.590088,2277.51001,2277.51001,2095490000,2280.129883,2282.870117,2254.219971,2276.699951,2276.699951,1976220000
1/07/2011,2280.129883,2282.870117,2254.219971,2276.699951,2276.699951,1976220000,2270.649902,2288.639893,2265,2284.379883,2284.379883,1868870000
1/10/2011,2270.649902,2288.639893,2265,2284.379883,2284.379883,1868870000,2294.659912,2296.149902,2279.47998,2288.72998,2288.72998,1893100000
1/11/2011,2294.659912,2296.149902,2279.47998,2288.72998,2288.72998,1893100000,2298.629883,2304.879883,2289.050049,2304.879883,2304.879883,1873960000
1/12/2011,2298.629883,2304.879883,2289.050049,2304.879883,2304.879883,1873960000,2303.600098,2310.820068,2298.620117,2305.530029,2305.530029,1923900000
1/13/2011,2303.600098,2310.820068,2298.620117,2305.530029,2305.530029,1923900000,2304.370117,2323.429932,2300.25,2323.429932,2323.429932,2020210000
1/14/2011,2304.370117,2323.429932,2300.25,2323.429932,2323.429932,2020210000,2300.929932,2331.320068,2299.370117,2328.790039,2328.790039,2020190000
1/18/2011,2300.929932,2331.320068,2299.370117,2328.790039,2328.790039,2020190000,2329.929932,2331.629883,2294.889893,2303.320068,2303.320068,2130930000
1/19/2011,2329.929932,2331.629883,2294.889893,2303.320068,2303.320068,2130930000,2292.169922,2295.23999,2268.590088,2286.080078,2286.080078,2323250000
1/20/2011,2292.169922,2295.23999,2268.590088,2286.080078,2286.080078,2323250000,2295.149902,2301.050049,2267.169922,2268.320068,2268.320068,1916960000
1/21/2011,2295.149902,2301.050049,2267.169922,2268.320068,2268.320068,1916960000,2271.72998,2300.389893,2268.719971,2300.389893,2300.389893,1871300000
1/24/2011,2271.72998,2300.389893,2268.719971,2300.389893,2300.389893,1871300000,2288.5,2304.040039,2283.790039,2304.030029,2304.030029,1936120000
1/25/2011,2288.5,2304.040039,2283.790039,2304.030029,2304.030029,1936120000,2306.98999,2321.219971,2300.110107,2314.189941,2314.189941,2031410000
1/26/2011,2306.98999,2321.219971,2300.110107,2314.189941,2314.189941,2031410000,2322.330078,2336.040039,2319.22998,2330.070068,2330.070068,2020550000
1/27/2011,2322.330078,2336.040039,2319.22998,2330.070068,2330.070068,2020550000,2330.070068,2330.070068,2260.600098,2270.51001,2270.51001,2371140000
1/28/2011,2330.070068,2330.070068,2260.600098,2270.51001,2270.51001,2371140000,2274.219971,2287.5,2258.050049,2281.909912,2281.909912,1952310000
1/31/2011,2274.219971,2287.5,2258.050049,2281.909912,2281.909912,1952310000,2298.370117,2329.340088,2296.73999,2324.949951,2324.949951,2255990000
2/01/2011,2298.370117,2329.340088,2296.73999,2324.949951,2324.949951,2255990000,2317.889893,2328.800049,2316.219971,2321.090088,2321.090088,2024600000
2/02/2011,2317.889893,2328.800049,2316.219971,2321.090088,2321.090088,2024600000,2316.669922,2327.23999,2297.790039,2323.070068,2323.070068,1941260000
2/03/2011,2316.669922,2327.23999,2297.790039,2323.070068,2323.070068,1941260000,2324.179932,2338.659912,2318.27002,2338.199951,2338.199951,1956710000
2/04/2011,2324.179932,2338.659912,2318.27002,2338.199951,2338.199951,1956710000,2340.439941,2360.820068,2338.870117,2349.199951,2349.199951,1768090000
2/07/2011,2340.439941,2360.820068,2338.870117,2349.199951,2349.199951,1768090000,2348.530029,2363.76001,2344.860107,2363.610107,2363.610107,1803010000
2/08/2011,2348.530029,2363.76001,2344.860107,2363.610107,2363.610107,1803010000,2359.810059,2367.189941,2352.459961,2360.949951,2360.949951,1930820000
2/09/2011,2359.810059,2367.189941,2352.459961,2360.949951,2360.949951,1930820000,2343.790039,2366.280029,2341.810059,2364.350098,2364.350098,2497540000
2/10/2011,2343.790039,2366.280029,2341.810059,2364.350098,2364.350098,2497540000,2357.77002,2381.399902,2353.280029,2379.149902,2379.149902,2066700000
2/11/2011,2357.77002,2381.399902,2353.280029,2379.149902,2379.149902,2066700000,2379.52002,2388.629883,2378.159912,2385.600098,2385.600098,1964780000
2/14/2011,2379.52002,2388.629883,2378.159912,2385.600098,2385.600098,1964780000,2380.159912,2384.810059,2371.189941,2381.919922,2381.919922,2006220000
2/15/2011,2380.159912,2384.810059,2371.189941,2381.919922,2381.919922,2006220000,2389.51001,2403.52002,2387.659912,2397.939941,2397.939941,2276980000
2/16/2011,2389.51001,2403.52002,2387.659912,2397.939941,2397.939941,2276980000,2384.689941,2400.889893,2384.219971,2397.570068,2397.570068,1939320000
2/17/2011,2384.689941,2400.889893,2384.219971,2397.570068,2397.570068,1939320000,2396.75,2400.469971,2382.389893,2392.469971,2392.469971,2109460000
2/18/2011,2396.75,2400.469971,2382.389893,2392.469971,2392.469971,2109460000,2353.810059,2366.429932,2318.399902,2322.860107,2322.860107,2262100000
2/22/2011,2353.810059,2366.429932,2318.399902,2322.860107,2322.860107,2262100000,2321.439941,2329.129883,2284.649902,2300.939941,2300.939941,2479150000
2/23/2011,2321.439941,2329.129883,2284.649902,2300.939941,2300.939941,2479150000,2306.939941,2321.199951,2285.439941,2313.310059,2313.310059,2065290000
2/24/2011,2306.939941,2321.199951,2285.439941,2313.310059,2313.310059,2065290000,2326.129883,2349.51001,2325.709961,2346.290039,2346.290039,1867820000
2/25/2011,2326.129883,2349.51001,2325.709961,2346.290039,2346.290039,1867820000,2354.870117,2362.790039,2338.209961,2350.98999,2350.98999,2009500000
2/28/2011,2354.870117,2362.790039,2338.209961,2350.98999,2350.98999,2009500000,2359.780029,2359.97998,2308.050049,2315.26001,2315.26001,2212860000
3/01/2011,2359.780029,2359.97998,2308.050049,2315.26001,2315.26001,2212860000,2314.280029,2340.800049,2311.98999,2326.77002,2326.77002,1986900000
3/02/2011,2314.280029,2340.800049,2311.98999,2326.77002,2326.77002,1986900000,2350.52002,2375.669922,2350.179932,2371.76001,2371.76001,1990380000
3/03/2011,2350.52002,2375.669922,2350.179932,2371.76001,2371.76001,1990380000,2370.340088,2371.22998,2344.620117,2359.959961,2359.959961,1897900000
3/04/2011,2370.340088,2371.22998,2344.620117,2359.959961,2359.959961,1897900000,2367.919922,2370.909912,2307.389893,2328.070068,2328.070068,2189970000
3/07/2011,2367.919922,2370.909912,2307.389893,2328.070068,2328.070068,2189970000,2325.129883,2347.51001,2310.959961,2337.550049,2337.550049,1835540000
3/08/2011,2325.129883,2347.51001,2310.959961,2337.550049,2337.550049,1835540000,2328.800049,2330.679932,2309.280029,2322.689941,2322.689941,1996700000
3/09/2011,2328.800049,2330.679932,2309.280029,2322.689941,2322.689941,1996700000,2295.090088,2300.530029,2276.120117,2284.290039,2284.290039,2363330000
3/10/2011,2295.090088,2300.530029,2276.120117,2284.290039,2284.290039,2363330000,2275.290039,2305.969971,2275.070068,2299.26001,2299.26001,1851810000
3/11/2011,2275.290039,2305.969971,2275.070068,2299.26001,2299.26001,1851810000,2286.77002,2302.919922,2274.080078,2290.719971,2290.719971,1782070000
3/14/2011,2286.77002,2302.919922,2274.080078,2290.719971,2290.719971,1782070000,2218.300049,2271.580078,2217.429932,2259.620117,2259.620117,2359830000
